file,rows_after_first_line,encoding_read,first_line_fields
regressions/data/equipment/pv_regression_panel.csv,75,utf-8-sig,iso3 | year | price | source | scope | period | raw_value | raw_unit | conversion | source_location | Q_global_gw | material | logQ | logM | eligible | logP
regressions/data/equipment/wind_regression_panel.csv,60,utf-8-sig,series | year | logp | logQ | Q_global_gw | price_2024usd_per_kw | iso3 | source_series | series_label | value_status | is_estimated | is_country_proxy
regressions/results/analysis_samples.csv,1408,utf-8-sig,id | group | technology | series | spec | year | y | logQ | logM | trend
regressions/results/archive_reproduction_checks.csv,146,utf-8-sig,id | spec | term | coef_abs_error | se_abs_error
regressions/results/coefficient_comparison.csv,253,utf-8-sig,id | group | technology | series | spec | term | n | df_resid | years | coefficient | SE_HAC | p_raw | CI95_low | CI95_high | R2 | LR_pct | LR_CI95_low | LR_CI95_high | q_BH
regressions/results/time_series_diagnostics.csv,428,utf-8-sig,id | group | technology | series | full_n | n_block | block_years | status | test | variable | deterministic | lag | statistic | p_raw | test_nobs | critical_1pct | critical_5pct | critical_10pct | warnings | q_BH
source_comparison/Inputs/accepted_supplier_price_paths.csv,135,utf-8-sig,technology | supplier | series | year | price_usd_kw | observed_or_constructed_input_price_usd_kw | beta | intercept | material_beta | Q_global_gw | material_price | outside_fit_years | baseline_price_type | model_id
source_comparison/Inputs/archived_china_endpoints.csv,23,utf-8-sig,technology | iso3 | country | start_year | end_year | method | total_decline | P_direct | S_share | T_cn_tariff | K_spillover | G_other | cn_related_net | remainder | cn_tariff_cost_increase | other_origin_tariff | SDA_interactions | P_pct | S_pct | T_pct | K_pct | G_pct | net_pct | P_historical_price_decline | P_definition
source_comparison/Inputs/balance_coefficients.csv,100,utf-8-sig,model_id | technology | iso3 | country_name | spec | n | df_resid | first_year | last_year | term | coefficient | SE_HAC | p_HAC_raw | CI95_low | CI95_high | stars | SE_OLS | p_OLS | p_BH_within_technology_spec
source_comparison/Inputs/bilateral_imports_selected.csv,17884,utf-8-sig,typeCode | freqCode | refPeriodId | refYear | refMonth | period | reporterCode | destination | reporterDesc | flowCode | flowDesc | partnerCode | supplier | partnerDesc | partner2Code | partner2ISO | partner2Desc | classificationCode | classificationSearchCode | isOriginalClassification | cmdCode | cmdDesc | aggrLevel | isLeaf | customsCode | customsDesc | mosCode | motCode | motDesc | qtyUnitCode | qtyUnitAbbr | qty | isQtyEstimated | altQtyUnitCode | altQtyUnitAbbr | altQty | isAltQtyEstimated | netWgt | isNetWgtEstimated | grossWgt | isGrossWgtEstimated | cifvalue | fobvalue | primaryValue | legacyEstimationFlag | isReported | isAggregate | requested_reporter_iso3 | technology | year
source_comparison/Inputs/capacity_weights_all_countries.csv,448,utf-8-sig,technology | country | 2023 | 2024 | net_additions_2024_mw
source_comparison/Inputs/deployment_scenarios.csv,270,utf-8-sig,technology | removed_country | definition | year | Q_global_gw | national_stock_gw | national_2009_stock_gw | removed_experience_gw | Q_counterfactual_gw | Q_ratio
source_comparison/Inputs/direct_balance_panel.csv,364,utf-8-sig,technology | iso3 | country_name | year | cost_scope | tic | procurement_cost | other_cost | eligible | exclusion_reason | Q_global_gw | lnQ | lnB | procurement_pretax | procurement_duties | procurement_policy_rent | old_equipment_share | old_equipment_cost | old_proportional_balance | old_calibration | balance_change_vs_old | implied_procurement_share | other_price_proxy_quantity_share | supplier_count | tic_source_sheet | tic_source_cell | same_capacity_basis_assumption
source_comparison/Inputs/documented_policy_pv_tariff_periods.csv,1667,utf-8-sig,panel_index | iso3 | year | date_from | date_to | month | days | weight | pc | pa | pc_raw | pa_raw | price_status | regular_cn | regular_alt | common_rate | cn_extra | eu_ad_cap | eu_floor | eu_branch | eu_compliant_share | coverage | policy_source_ids | policy_group | within_year_quantity_weights | assumption_ids | tariff_scenario_id | updated_tariff_source | updated_tariff_source_year | updated_tariff_rule
source_comparison/Inputs/legacy_destination_inputs.csv,375,utf-8-sig,technology | iso3 | country_name | year | tic | equipment_cost | other_cost | equipment_share | new_capacity_kw | import_dependency_value | scope_note
source_comparison/Inputs/legacy_wind_policy_and_structure.csv,195,utf-8-sig,iso3 | country_name | year | tic | tic_status | tic_observed_flag | log_capacity_lag | technology | currency_base_year | equipment_share | equipment_cost | other_cost | equipment_observed_flag | equipment_cost_observed | completion_id | window_role | q | q_S1 | q_S3 | q_raw_scope | s_import | s_import_raw | import_dependency_value | import_dependency_id | sourcing_status | price_proxy_id | price_status | price_quality | selected_ratio | P1_completed | P2_completed | P2_local_ratio | P3_fixed | P3_index | P3_convergence05 | P3_convergence10 | Klevel | K0 | Klevel_flow | Klevel_share | Klevel_lag2 | Klevel_raw_tail | log_noncn_citations_lag | knowledge_status | knowledge_measure_id | patent_definition_unverified | reference_citation_year | pre_sample_reference_assumption | Klevel_stock10 | Klevel_stock15 | Klevel_stock20 | relative_price | pc | pa | onshore_new_capacity_mw | onshore_new_capacity_share | offshore_share | onshore_scope_status | capacity_status | capacity_source | gross_new_capacity_kw | capacity_amount_label | sample_id | tariff_cn_effective | tariff_alt_effective | tariff_cn_regular | tariff_alt_regular | tariff_extra_equipment | tariff_status | tariff_events | unquantified_specific_duty | tariff_scenario_id | assumption_ids | evidence_grade | notes | border_ratio_actual | r0 | q0 | tau0 | P | S | T | K | input_version | imports_usd | china_imports_usd | reported_world_usd | partner_sum_usd | world_minus_partner_sum | exports_usd | share_unit | value_share | units_share | kg_share | units_value_coverage | kg_value_coverage | hs6 | source_file | trade_basis | china_record_observed | net_trade_balance_2010_2012 | q_value | equipment_status | tariff_extra_low | tariff_extra_high | power_basis | new_capacity_kw | actual_cost_usd_per_kw | X_CN_actual | patent_knowledge_stock | q_ref_2010 | tariff_cn_effective_ref_2010 | tariff_alt_effective_ref_2010
source_comparison/Inputs/pv_archived_targets.csv,66,utf-8-sig,target | target_name | iso3 | country_name | start_year | end_year | scope | method | excluded_target_receiver | TIC0 | TIC1 | actual_TIC_decline | X0 | X1 | B0 | B1 | direct_price_effect | target_share_effect | spillover_other_origins | global_experience_contribution | first_three_net | four_effects_net | spillover_inclusive | direct_spillover_overlap | remaining_other_price | remaining_other_mix | tariff_effect | SDA_interaction | B_actual_decline | B_other_decline | all_other_net | B_gap0 | B_gap1 | B_cf0 | B_cf1 | beta_B | Q_ratio0 | Q_ratio1 | balance_fitted_anchor_period_sensitivity | old_alpha_start | old_three_net | old_three_pct | first_three_scale_change | four_change_vs_old_three | full_reconciliation_error | direct_price_effect_pct | target_share_effect_pct | spillover_other_origins_pct | global_experience_contribution_pct | first_three_net_pct | four_effects_net_pct | all_other_net_pct
source_comparison/Inputs/pv_bilateral_tariffs.csv,8592,utf-8-sig,importer_iso3 | importer_name | supplier_iso3 | supplier_name | year | hs6 | hs_scope_note | applied_rate_pct | bilateral_rate_pct | mfn_rate_pct | tariff_source | selected_tariff_type | bilateral_total_lines | bilateral_pref_lines | bilateral_mfn_lines | mfn_total_lines | wits_nomen_code | trade_pair_year_observed | import_value | import_share | datatype
source_comparison/Inputs/wind_archived_targets.csv,84,utf-8-sig,target | target_name | iso3 | country_name | start_year | end_year | scope | method | excluded_target_receiver | TIC0 | TIC1 | actual_TIC_decline | X0 | X1 | B0 | B1 | direct_price_effect | target_share_effect | spillover_other_origins | three_effects_net | spillover_inclusive | direct_spillover_overlap | remaining_other_price | remaining_other_mix | tariff_effect | SDA_interaction | unattributed_balance_change | all_other_net | full_reconciliation_error | balance_status | direct_price_effect_pct | target_share_effect_pct | spillover_other_origins_pct | three_effects_net_pct | all_other_net_pct
source_comparison/Inputs/wind_bilateral_tariffs.csv,2999,utf-8-sig,importer_iso3 | importer_name | supplier_iso3 | supplier_name | year | hs6 | hs_scope_note | applied_rate_pct | bilateral_rate_pct | mfn_rate_pct | tariff_source | selected_tariff_type | bilateral_total_lines | bilateral_pref_lines | bilateral_mfn_lines | mfn_total_lines | wits_nomen_code | trade_pair_year_observed | import_value | import_share | datatype
source_comparison/Source_Data/annual_country.csv,1035,utf-8-sig,target | technology | iso3 | year | observed | procurement | B_fit | B_anchor | beta_B | model_factual | capacity_weight | observation_rule | observed_completed | P | S | T | K | E | net | total_decline | remainder | model_without_source_contribution | net_pct
source_comparison/Source_Data/completed_factual_panel.csv,375,utf-8-sig,technology | iso3 | year | observed | procurement | B_fit | B_anchor | beta_B | model_factual | capacity_weight | observation_rule | observed_completed
source_comparison/Source_Data/country_endpoints.csv,69,utf-8-sig,target | technology | iso3 | year | observed | procurement | B_fit | B_anchor | beta_B | model_factual | capacity_weight | observation_rule | observed_completed | P | S | T | K | E | net | total_decline | remainder | model_without_source_contribution | net_pct
source_comparison/Source_Data/endpoint_inputs.csv,2715,utf-8-sig,target | technology | iso3 | supplier | P0 | P1 | S0 | S1 | T0 | T1 | price_weight | tariff_weight | gap0 | gap1
source_comparison/Source_Data/figure_inset_labels.csv,18,utf-8-sig,target | technology | mechanism | value | percentage
source_comparison/Source_Data/joint_2024_countries.csv,76,utf-8-sig,target | technology | iso3 | capacity_weight | equipment_gap | other_gap | total_gap | Q_ratio
source_comparison/Source_Data/joint_2024_summary.csv,8,utf-8-sig,target | technology | n | equipment_gap | other_gap | total_gap | Q_ratio
source_comparison/Source_Data/tariff_ledger.csv,16607,utf-8-sig,technology | iso3 | supplier | year | rate | status | source_year | uses_future_year
source_comparison/Source_Data/weighted_annual.csv,270,utf-8-sig,target | technology | scope | year | n | capacity_weight_sum | P | S | T | K | E | net | total_decline | remainder | observed_completed | model_factual | model_without_source_contribution | net_pct | deployment_channels_K_E
source_comparison/Source_Data/weighted_endpoints.csv,18,utf-8-sig,target | technology | scope | year | n | capacity_weight_sum | P | S | T | K | E | net | total_decline | remainder | observed_completed | model_factual | model_without_source_contribution | net_pct | deployment_channels_K_E
